id,category_l1,category_l2,category_l3,scope,priority,question,question_aliases,answer_short,answer_detail,answer_format,keywords,tags,entities,related_ids,difficulty,era_start,era_end,region,language,fact_type,confidence,source_type,source_ref,content_flags,updated_at
WC-WCED-01060,历届世界杯,第01届1930乌拉圭,转播方式,world_cup,5,1930年如何观赛?,1930转播,电视尚未普及，主要靠电台直播与报纸报道。,全球影响力依赖赛后电讯与移民社群传播。,fact,"1930,电台,报纸,无电视","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,入门,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01061,历届世界杯,第01届1930乌拉圭,官方用球,world_cup,5,1930年比赛用什么球?,1930用球,使用棕色皮革手工缝制足球，与现代电视用球差异大。,不同比赛可能使用不同品牌球，尚无统一官方用球体系。,fact,"1930,用球,皮革,手工","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,进阶,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01062,历届世界杯,第01届1930乌拉圭,小组A,world_cup,5,1930年第一组有哪些队?,1930 A组,第一组：阿根廷、智利、法国、墨西哥，阿根廷头名出线。,四队单循环，阿根廷三战全胜。,list,"1930,A组,阿根廷,法国","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,进阶,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01063,历届世界杯,第01届1930乌拉圭,小组B,world_cup,5,1930年第二组有哪些队?,1930 B组,第二组：南斯拉夫、巴西、玻利维亚，南斯拉夫头名出线。,三队小组各踢两场，南斯拉夫全胜。,list,"1930,B组,南斯拉夫,巴西","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,进阶,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01064,历届世界杯,第01届1930乌拉圭,小组C,world_cup,5,1930年第三组有哪些队?,1930 C组,第三组：乌拉圭、秘鲁、罗马尼亚，乌拉圭头名出线。,乌拉圭两战全胜且零失球晋级。,list,"1930,C组,乌拉圭,秘鲁","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯|team:乌拉圭,,进阶,1930,1930,南美,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01065,历届世界杯,第01届1930乌拉圭,小组D,world_cup,5,1930年第四组有哪些队?,1930 D组,第四组：美国、巴拉圭、比利时，美国头名出线。,美国两战全胜进4球失0球，表现惊艳。,list,"1930,D组,美国,比利时","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯|team:美国,,进阶,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01066,历届世界杯,第01届1930乌拉圭,阿根廷全胜,world_cup,5,1930阿根廷小组赛几胜?,1930阿根廷小组,阿根廷小组赛3战3胜，进10球失4球。,击败智利、法国、墨西哥后小组头名出线。,fact,"1930,阿根廷,全胜,小组","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯|team:阿根廷,,进阶,1930,1930,南美,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01067,历届世界杯,第01届1930乌拉圭,美国零失球,world_cup,5,1930美国小组赛失球?,1930美国防守,美国小组赛两战全胜且零失球。,随后半决赛1比6负阿根廷，仍获季军。,fact,"1930,美国,零失球,小组","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯|team:美国,,进阶,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01068,历届世界杯,第01届1930乌拉圭,乌拉圭零失球,world_cup,5,1930乌拉圭小组赛失球?,1930乌拉圭防守,乌拉圭小组赛两战全胜且零失球。,防守稳固为最终夺冠奠定基础。,fact,"1930,乌拉圭,零失球,小组","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯|team:乌拉圭,,进阶,1930,1930,南美,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01069,历届世界杯,第01届1930乌拉圭,斯塔比莱身份,world_cup,5,斯塔比莱如何入选?,1930斯塔比莱,斯塔比莱原非首批名单，临阵顶替受伤球员入队。,替补身份却成为当届最佳射手，写入世界杯传奇。,fact,"1930,斯塔比莱,替补,射手","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯|team:阿根廷|player:斯塔比莱,,进阶,1930,1930,南美,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01070,历届世界杯,第01届1930乌拉圭,卡斯特罗传奇,world_cup,5,卡斯特罗有何传奇?,1930卡斯特罗,赫克托·卡斯特罗决赛末段带伤进球，被传为独臂球员。,该进球锁定4比2胜局，成为乌拉圭国家叙事一部分。,fact,"1930,卡斯特罗,传奇,决赛","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯|team:乌拉圭|player:卡斯特罗,,进阶,1930,1930,南美,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01071,历届世界杯,第01届1930乌拉圭,奥运联系,world_cup,5,1930与奥运足球关系?,1930奥运,乌拉圭凭1924、1928奥运足球冠军资历申办并主办首届。,世界杯此后逐步取代奥运男足成为国家队最高舞台。,comparison,"1930,奥运,1928,乌拉圭","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,进阶,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01072,历届世界杯,第01届1930乌拉圭,FIFA主席,world_cup,5,1930年FIFA主席是谁?,1930 FIFA主席,朱尔·雷米特任FIFA主席，主导首届世界杯举办。,雷米特杯以他的名字命名以纪念贡献。,fact,"1930,雷米特,FIFA,主席","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,进阶,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01073,历届世界杯,第01届1930乌拉圭,赛事名称,world_cup,5,1930年官方叫什么?,1930官方名称,英文官方名称为1930 FIFA World Cup，中文常称首届世界杯。,早期报章亦用世界足球锦标赛等译名。,definition,"1930,官方名称,World Cup,锦标赛","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,入门,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01074,历届世界杯,第01届1930乌拉圭,吉祥物,world_cup,5,1930年有吉祥物吗?,1930吉祥物,首届无官方吉祥物，吉祥物传统为后来届次逐步建立。,1966英格兰世界杯常被视为吉祥物营销起点之一。,fact,"1930,无吉祥物,传统,后来","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,入门,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01075,历届世界杯,第01届1930乌拉圭,球衣号码,world_cup,5,1930年球衣有号码吗?,1930背号,早期球衣背号制度不完善，与现代固定背号不同。,1930比赛照片显示球员号码使用并不统一。,fact,"1930,背号,球衣,早期","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,进阶,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01076,历届世界杯,第01届1930乌拉圭,教练角色,world_cup,5,1930年主教练角色?,1930教练,当时教练/领队职能与现代主教练不同，战术权威较弱。,多数球队由球员核心与委员会共同决策。,fact,"1930,教练,领队,早期","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,进阶,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01077,历届世界杯,第01届1930乌拉圭,裁判选派,world_cup,5,1930年裁判来自哪?,1930裁判,裁判主要由欧洲与南美足联选派，语言沟通困难。,推动日后国际裁判统一培训与英语工作语言。,fact,"1930,裁判,选派,沟通","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,进阶,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01078,历届世界杯,第01届1930乌拉圭,南美优势,world_cup,5,为何南美1930占优?,1930南美优势,南美球队无需跨洋，熟悉气候与场地，欧洲队旅途疲惫。,四强中三支南美、一支欧洲，体现主场与地理因素。,comparison,"1930,南美,主场,优势","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,进阶,1930,1930,南美,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01079,历届世界杯,第01届1930乌拉圭,美国黑马,world_cup,5,1930年美国为何成黑马?,1930美国黑马,美国球员多来自移民联赛，小组赛击败比利时与巴拉圭。,半决赛虽负阿根廷，仍创北美世界杯早期最佳战绩。,fact,"1930,美国,黑马,季军","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯|team:美国,,进阶,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01080,历届世界杯,第01届1930乌拉圭,南斯拉夫黑马,world_cup,5,1930年南斯拉夫为何惊艳?,1930南斯拉夫,南斯拉夫击败巴西并进四强，为欧洲最佳。,长途旅行后仍能创造历史，获当时欧洲足坛关注。,fact,"1930,南斯拉夫,黑马,四强","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯|team:南斯拉夫,,进阶,1930,1930,欧洲,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01081,历届世界杯,第01届1930乌拉圭,秘鲁亮点,world_cup,5,1930年秘鲁有何亮点?,1930秘鲁,秘鲁3比1胜罗马尼亚，为小组唯一非乌拉圭胜利。,展现南美中小球队竞争力。,fact,"1930,秘鲁,罗马尼亚,胜利","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯|team:秘鲁,,进阶,1930,1930,南美,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01082,历届世界杯,第01届1930乌拉圭,首届意义,world_cup,5,1930年世界杯历史意义?,1930历史意义,确立四年周期国家队大赛模式，影响全球足球百年发展。,乌拉圭冠军成为该国国家认同与足球文化核心符号。,timeline,"1930,历史意义,模式,百年","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,入门,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01083,历届世界杯,第01届1930乌拉圭,与1950对比,world_cup,5,1930与1950乌拉圭对比?,1930对比1950,乌拉圭1930与1950两度本土夺冠，1950决赛击败巴西。,两次冠军间隔20年，均为南美足球黄金时代标志。,comparison,"1930,1950,乌拉圭,对比","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯|team:乌拉圭,,进阶,1930,1930,南美,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01084,历届世界杯,第01届1930乌拉圭,后续届次,world_cup,5,1930后下一届在哪?,1934下一届,1934年第二届世界杯在意大利举办，欧洲首次主办。,1942与1946因二战停办，1950年在巴西恢复。,timeline,"1934,意大利,下一届,二战","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,入门,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01085,历届世界杯,第01届1930乌拉圭,数据概览,world_cup,5,1930年世界杯数据概览?,1930数据概览,13队、18场、70球；乌拉圭冠军，斯塔比莱8球最佳射手。,东道主夺冠、美国季军、南斯拉夫殿军为当届关键标签。,list,"1930,数据,概览,13队","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,入门,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01086,历届世界杯,第01届1930乌拉圭,文化影响,world_cup,5,1930对乌拉圭文化影响?,1930文化,夺冠强化天蓝军团国家象征，世纪球场成足球朝圣地。,拉普拉塔两岸足球对抗因决赛进一步升温。,fact,"1930,文化,乌拉圭,世纪球场","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯|team:乌拉圭|venue:世纪球场,,进阶,1930,1930,南美,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01087,历届世界杯,第01届1930乌拉圭,观赛交通,world_cup,5,1930年球迷如何赴赛?,1930球迷交通,阿根廷球迷大量乘渡轮跨拉普拉塔河赴蒙得维的亚。,欧洲球迷因距离遥远，现场观赛人数相对有限。,fact,"1930,球迷,渡轮,阿根廷","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,进阶,1930,1930,南美,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01088,历届世界杯,第01届1930乌拉圭,闭幕庆祝,world_cup,5,1930年如何庆祝闭幕?,1930闭幕庆祝,乌拉圭全国庆祝夺冠，雷米特杯在蒙得维的亚公开展示。,冠军球员成为国家英雄，影响后续足球政策投入。,fact,"1930,庆祝,雷米特杯,冠军","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯|team:乌拉圭,,进阶,1930,1930,南美,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01089,历届世界杯,第01届1930乌拉圭,技术报告,world_cup,5,1930年官方档案在哪查?,1930档案,FIFA官方历史与当届技术报告为权威数据口径。,部分早期统计经后世档案研究修正，如最佳射手认定。,fact,"1930,FIFA,档案,技术报告","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,专业,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-01090,历届世界杯,第01届1930乌拉圭,知识索引,world_cup,5,1930年世界杯要点速览?,1930速览,首届、乌拉圭冠军、13队、斯塔比莱8球、世纪球场决赛。,无预选赛、无季军战、南斯拉夫第四、美国第三为速记要点。,list,"1930,速览,要点,首届","历届,1930,乌拉圭",tournament:1930年乌拉圭世界杯,,入门,1930,1930,全球,zh-CN,history,official,historical_record,FIFA 1930 World Cup official report / historical records,,2026-06-03
WC-WCED-02001,历届世界杯,第02届1934意大利,届次概览,world_cup,5,1934年世界杯是第几届?,第二届世界杯|1934届次,1934年意大利世界杯为男子世界杯第2届，欧洲首次主办。,FIFA于1934年在意大利举办，标志世界杯走出南美。,fact,"1934,第2届,意大利,欧洲","历届,1934,意大利",tournament:1934年意大利世界杯,,入门,1934,1934,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
